date,question,ville,type,spécialité,résultat
2025-01-24 12:21:55,Je veux accoucher à Lille,Lille,aucune correspondance,Accouchements à risques,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Lille:
<br>CHU - Hôpital Jeanne-de-Flandre, Lille (59) - Public - 18.71
<br>CH, Lens (62) - Public - 17.29
<br>CH, Valenciennes (59) - Public - 17.26"
2025-01-24 12:22:04,Je veux accoucher à Lille,Lille,aucune correspondance,Accouchements à risques,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Lille:
<br>CHU - Hôpital Jeanne-de-Flandre, Lille (59) - Public - 18.71
<br>CH, Lens (62) - Public - 17.29
<br>CH, Valenciennes (59) - Public - 17.26"
2025-01-24 12:32:59,Je veux accoucher à Lille,Lille,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Lille:
<br>CH, Roubaix (59) - Public - 18.08
<br>GH, Seclin (59) - Public - 17.95
<br>Hôpital Saint-Vincent-de-Paul (GHICL), Lille (59) - Public - 17.68"
2025-01-24 12:37:07,Je souhaite me faire opérer du genou à Paris,Paris,aucune correspondance, Prothèse de genou,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Prothèse de genou dans un rayon de 50km autour de Paris:
<br>Hôpital de la Croix-Saint-Simon, Paris (75) - Public - 19.24
<br>Clinique Arago, Paris (75) - Privé - 18.91
<br>Institut mutualiste Montsouris, Paris (75) - Public - 18.15"
2025-01-24 12:37:13,Je souhaite me faire opérer du genou à Paris,Paris,aucune correspondance, Prothèse de genou,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Prothèse de genou dans un rayon de 50km autour de Paris:
<br>Hôpital de la Croix-Saint-Simon, Paris (75) - Public - 19.24
<br>Clinique Arago, Paris (75) - Privé - 18.91
<br>Institut mutualiste Montsouris, Paris (75) - Public - 18.15"
2025-01-24 12:38:29,J'ai mal aux ligaments à Paris,Paris,aucune correspondance,Ligaments du genou,"Voici les 3 meilleurs hôpitaux pour la spécialité: Ligaments du genou dans un rayon de 50km autour de Paris:
<br>Clinique du sport, Paris (75) - Privé - 17.96
<br>Clinique Maussins-Nollet, Paris (75) - Privé - 17.92
<br>CH, Versailles (78) - Public - 17.76"
2025-01-24 12:38:35,J'ai mal aux ligaments à Paris,Paris,aucune correspondance,Ligaments du genou,"Voici les 3 meilleurs hôpitaux pour la spécialité: Ligaments du genou dans un rayon de 50km autour de Paris:
<br>Clinique du sport, Paris (75) - Privé - 17.96
<br>Clinique Maussins-Nollet, Paris (75) - Privé - 17.92
<br>CH, Versailles (78) - Public - 17.76"
2025-01-24 12:41:51,J'ai un cancer à Lille,Lille,aucune correspondance, Cancer de la thyroïde,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer de la thyroïde dans un rayon de 200km autour de Lille:
<br>CHU - Hôpital Claude-Huriez, Lille (59) - Public - 18.55
<br>Institut Jean-Godinot (CLCC), Reims (51) - Public - 17.26
<br>Clinique Mathilde, Rouen (76) - Privé - 16.88"
2025-01-24 12:41:51,J'ai un cancer à Lille,Lille,aucune correspondance, Cancer de la thyroïde,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer de la thyroïde dans un rayon de 200km autour de Lille:
<br>CHU - Hôpital Claude-Huriez, Lille (59) - Public - 18.55
<br>Institut Jean-Godinot (CLCC), Reims (51) - Public - 17.26
<br>Clinique Mathilde, Rouen (76) - Privé - 16.88"
2025-01-24 12:46:27,Je veux accoucher à Paris,Paris,aucune correspondance,Accouchements à risques,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Paris:
<br>Hôpital Cochin, Paris (75) - Public - 18.11
<br>Hôpital Louis-Mourier, Colombes (92) - Public - 18.1
<br>CHI, Saint-Germain-en-Laye (78) - Public - 17.91"
2025-01-24 12:47:01,Je veux accoucher à Lille,Lille,aucune correspondance,"plusieurs correspondances: Accouchements à risques, Accouchements normaux.","Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Lille:
<br>CHU - Hôpital Jeanne-de-Flandre, Lille (59) - Public - 18.71
<br>CH, Lens (62) - Public - 17.29
<br>CH, Valenciennes (59) - Public - 17.26"
2025-01-24 12:50:47,Je veux accoucher à Lille,Lille,aucune correspondance,Accouchements à risques,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Lille:
<br>CHU - Hôpital Jeanne-de-Flandre, Lille (59) - Public - 18.71
<br>CH, Lens (62) - Public - 17.29
<br>CH, Valenciennes (59) - Public - 17.26"
2025-01-24 12:52:13,Je souhaite soigner mes ligaments à Pau,Pau,aucune correspondance,Ligaments du genou,"Voici les 3 meilleurs hôpitaux pour la spécialité: Ligaments du genou dans un rayon de 200km autour de Pau:
<br>CHU - Hôpital Purpan, Toulouse (31) - Public - 18.6
<br>Clinique du sport, Mérignac (33) - Privé - 18.12
<br>Médipôle Garonne, Toulouse (31) - Privé - 17.96"
2025-01-24 12:52:14,Je souhaite soigner mes ligaments à Pau,Pau,aucune correspondance,Ligaments du genou,"Voici les 3 meilleurs hôpitaux pour la spécialité: Ligaments du genou dans un rayon de 200km autour de Pau:
<br>CHU - Hôpital Purpan, Toulouse (31) - Public - 18.6
<br>Clinique du sport, Mérignac (33) - Privé - 18.12
<br>Médipôle Garonne, Toulouse (31) - Privé - 17.96"
2025-01-24 13:08:30,Je veux accoucher à Paris,Paris,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Paris:
<br>Hôpital Paris Saint-Joseph, Paris (75) - Public - 18.7
<br>CH, Versailles (78) - Public - 18.31
<br>Hôpital privé d’Antony, Antony (92) - Public - 18.18"
2025-01-24 13:08:52,Je veux accoucher à Lille,Lille,aucune correspondance,Accouchements à risques,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Lille:
<br>CH, Roubaix (59) - Public - 18.08
<br>GH, Seclin (59) - Public - 17.95
<br>Hôpital Saint-Vincent-de-Paul (GHICL), Lille (59) - Public - 17.68"
2025-01-24 13:08:57,Je veux accoucher à Lille,Lille,aucune correspondance,Accouchements à risques,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Lille:
<br>CHU - Hôpital Jeanne-de-Flandre, Lille (59) - Public - 18.71
<br>CH, Lens (62) - Public - 17.29
<br>CH, Valenciennes (59) - Public - 17.26"
2025-01-24 13:11:31,Je  veux soigner mon cancer à Paris,Paris,aucune correspondance, Cancer ORL,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer ORL dans un rayon de 50km autour de Paris:
<br>Gustave-Roussy (CLCC), Villejuif (94) - Public - 18.98
<br>Hôpital Tenon, Paris (75) - Public - 18.32
<br>Institut Curie (CLCC), Paris (75) - Public - 18.26"
2025-01-24 13:11:45,Je  veux soigner mon cancer à Paris,Paris,aucune correspondance, Cancer de l'utérus,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer de l'utérus dans un rayon de 50km autour de Paris:
<br>Clinique Geoffroy-Saint-Hilaire, Paris (75) - Privé - 18.57
<br>Institut Curie (CLCC), Paris (75) - Public - 18.46
<br>Gustave-Roussy (CLCC), Villejuif (94) - Public - 18.42"
2025-01-24 13:12:54,j'ai un cancer à Lyon,Lyon,aucune correspondance, Cancer du colon ou de l'intestin,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer du colon ou de l'intestin dans un rayon de 50km autour de Lyon:
<br>CH Lyon-Sud, Pierre-Bénite (69) - Public - 18.04
<br>Infirmerie protestante de Lyon, Caluire-et-Cuire (69) - Privé - 17.96
<br>Hôpital privé Jean-Mermoz, Lyon (69) - Privé - 16.81"
2025-01-24 13:13:30,j'ai un cancer à lille,Lille,aucune correspondance,"plusieurs correspondances: Cancer de l'estomac et de l'œsophage, Cancer de l'ovaire, Cancer de l'utérus, Cancer de la prostate, Cancer de la thyroïde, Cancer de la vessie, Cancer du colon ou de l'intestin, Cancer du foie, Cancer du pancréas, Cancer du poumon, Cancer du rein, Cancer du sein, Cancer ORL, Cancers de la peau.","Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer du colon ou de l'intestin dans un rayon de 200km autour de Lille:
<br>CHU - Hôpital Claude-Huriez, Lille (59) - Public - 18.09
<br>Hôpital privé Le Bois, Lille (59) - Privé - 17.86
<br>CHU - Hôpital Robert-Debré, Reims (51) - Public - 17.71"
2025-01-24 13:13:30,j'ai un cancer à lille,Lille,aucune correspondance,"plusieurs correspondances: Cancer de l'estomac et de l'œsophage, Cancer de l'ovaire, Cancer de l'utérus, Cancer de la prostate, Cancer de la thyroïde, Cancer de la vessie, Cancer du colon ou de l'intestin, Cancer du foie, Cancer du pancréas, Cancer du poumon, Cancer du rein, Cancer du sein, Cancer ORL, Cancers de la peau.","Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer du colon ou de l'intestin dans un rayon de 200km autour de Lille:
<br>CHU - Hôpital Claude-Huriez, Lille (59) - Public - 18.09
<br>Hôpital privé Le Bois, Lille (59) - Privé - 17.86
<br>CHU - Hôpital Robert-Debré, Reims (51) - Public - 17.71"
2025-01-24 13:14:16,j'ai un cancer à lille,lille,aucune correspondance, Cancer du poumon,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer du poumon dans un rayon de 100km autour de lille:
<br>CHU - Institut cœur-poumon, Lille (59) - Public - 17.2
<br>Clinique Victor-Pauchet, Amiens (80) - Privé - 17.13
<br>Hôpital privé Arras-Les Bonnettes, Arras (62) - Privé - 17.08"
2025-01-24 13:14:16,j'ai un cancer à lille,lille,aucune correspondance, Cancer du poumon,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer du poumon dans un rayon de 100km autour de lille:
<br>CHU - Institut cœur-poumon, Lille (59) - Public - 17.2
<br>Clinique Victor-Pauchet, Amiens (80) - Privé - 17.13
<br>Hôpital privé Arras-Les Bonnettes, Arras (62) - Privé - 17.08"
2025-01-24 13:17:10,je veux accoucher à paris,Paris,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Paris:
<br>Hôpital Paris Saint-Joseph, Paris (75) - Public - 18.7
<br>CH, Versailles (78) - Public - 18.31
<br>Hôpital privé d’Antony, Antony (92) - Public - 18.18"
2025-01-24 13:22:51,Je veux soigner mon audition à Cannes,Cannes,aucune correspondance,Audition,"Voici les 2 meilleurs hôpitaux pour la spécialité Audition dans un rayon de 200km autour de Cannes:<br> 
Hôpital privé Clairval, Marseille (13) - Privé - 17.81
Hôpital Nord, Marseille (13) - Public - 17.46"
2025-01-24 13:22:51,Je veux soigner mon audition à Cannes,Cannes,aucune correspondance,Audition,"Voici les 2 meilleurs hôpitaux pour la spécialité Audition dans un rayon de 200km autour de Cannes:<br> 
Hôpital privé Clairval, Marseille (13) - Privé - 17.81
Hôpital Nord, Marseille (13) - Public - 17.46"
2025-01-24 13:23:13,Je veux soigner mon glocaume à Cannes,Cannes,aucune correspondance,Glaucome,"Voici les 2 meilleurs hôpitaux pour la spécialité Glaucome dans un rayon de 200km autour de Cannes:<br> 
Hôpital privé Clairval, Marseille (13) - Privé - 17.81
Hôpital Nord, Marseille (13) - Public - 17.46"
2025-01-24 13:23:13,Je veux soigner mon glocaume à Cannes,Cannes,aucune correspondance,Glaucome,"Voici les 2 meilleurs hôpitaux pour la spécialité Glaucome dans un rayon de 200km autour de Cannes:<br> 
Hôpital privé Clairval, Marseille (13) - Privé - 17.81
Hôpital Nord, Marseille (13) - Public - 17.46"
2025-01-24 13:23:37,Je veux soigner mon AVC à Paris,Paris,aucune correspondance,"plusieurs correspondances: Accidents vasculaires cérébraux, Médecine vasculaire.","Voici les 3 meilleurs hôpitaux pour la spécialité: plusieurs correspondances: Accidents vasculaires cérébraux, Médecine vasculaire. dans un rayon de 50km autour de Paris:
<br>CH national d’ophtalmologie des Quinze-Vingts, Paris (75) - Public - 19.0
<br>Hôpital Paris Saint-Joseph, Paris (75) - Public - 18.96
<br>Fondation Rothschild, Paris (75) - Public - 18.92"
2025-01-24 13:26:08,je veux accoucher à paris,Paris,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Paris:
<br>Hôpital Paris Saint-Joseph, Paris (75) - Public - 18.7
<br>CH, Versailles (78) - Public - 18.31
<br>Hôpital privé d’Antony, Antony (92) - Public - 18.18"
2025-01-24 13:36:18,je veux accoucher à paris,Paris,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Paris:
<br>Hôpital Paris Saint-Joseph, Paris (75) - Public - 18.7
<br>CH, Versailles (78) - Public - 18.31
<br>Hôpital privé d’Antony, Antony (92) - Public - 18.18"
2025-01-24 13:52:55,Je veux accoucher à Lille,Lille,aucune correspondance,Accouchements à risques,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Lille:
<br>CHU - Hôpital Jeanne-de-Flandre, Lille (59) - Public - 18.71
<br>CH, Lens (62) - Public - 17.29
<br>CH, Valenciennes (59) - Public - 17.26"
2025-01-24 13:53:32,Je veux accoucher à Lille,Lille,aucune correspondance, Accouchements normaux,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Accouchements normaux dans un rayon de 50km autour de Lille:
<br>CH, Roubaix (59) - Public - 18.08
<br>GH, Seclin (59) - Public - 17.95
<br>Hôpital Saint-Vincent-de-Paul (GHICL), Lille (59) - Public - 17.68"
2025-01-24 14:05:01,J'ai un cancer à Paris,Paris,aucune correspondance, Cancer du foie,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer du foie dans un rayon de 50km autour de Paris:
<br>Hôpital Paul-Brousse, Villejuif (94) - Public - 18.7
<br>Hôpital Beaujon, Clichy (92) - Public - 18.38
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 17.8"
2025-01-24 14:06:22,J'ai un cancer à Paris,Paris,aucune correspondance, Cancer du foie,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer du foie dans un rayon de 50km autour de Paris:
<br>Hôpital Paul-Brousse, Villejuif (94) - Public - 18.7
<br>Hôpital Beaujon, Clichy (92) - Public - 18.38
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 17.8"
2025-01-24 14:09:32,j'ai un cancer à Paris,Paris,aucune correspondance, Cancer du foie,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Cancer du foie dans un rayon de 50km autour de Paris:
<br>Hôpital Paul-Brousse, Villejuif (94) - Public - 18.7
<br>Hôpital Beaujon, Clichy (92) - Public - 18.38
<br>Hôpital de la Pitié-Salpêtrière, Paris (75) - Public - 17.8"
2025-01-24 14:10:06,je veux accoucher à Lille,Lille,aucune correspondance,Accouchements à risques,"Voici les 3 meilleurs hôpitaux pour la spécialité: Accouchements à risques dans un rayon de 50km autour de Lille:
<br>CHU - Hôpital Jeanne-de-Flandre, Lille (59) - Public - 18.71
<br>CH, Lens (62) - Public - 17.29
<br>CH, Valenciennes (59) - Public - 17.26"
2025-01-24 14:11:42,J'ai mal aux ligaments à Paris,Paris,aucune correspondance,Ligaments du genou,"Voici les 3 meilleurs hôpitaux pour la spécialité: Ligaments du genou dans un rayon de 50km autour de Paris:
<br>Clinique du sport, Paris (75) - Privé - 17.96
<br>Clinique Maussins-Nollet, Paris (75) - Privé - 17.92
<br>CH, Versailles (78) - Public - 17.76"
2025-01-24 14:12:11,Je veux opérer mon genou à Paris,Paris,aucune correspondance,Prothèse de genou,"Voici les 3 meilleurs hôpitaux pour la spécialité: Prothèse de genou dans un rayon de 50km autour de Paris:
<br>Hôpital de la Croix-Saint-Simon, Paris (75) - Public - 19.24
<br>Clinique Arago, Paris (75) - Privé - 18.91
<br>Institut mutualiste Montsouris, Paris (75) - Public - 18.15"
2025-01-24 14:19:35,J'ai mal au genou à Paris,Paris,aucune correspondance,Ligaments du genou,"Voici les 3 meilleurs hôpitaux pour la spécialité: Ligaments du genou dans un rayon de 50km autour de Paris:
<br>Clinique du sport, Paris (75) - Privé - 17.96
<br>Clinique Maussins-Nollet, Paris (75) - Privé - 17.92
<br>CH, Versailles (78) - Public - 17.76"
2025-01-24 14:20:09,J'ai mal au genou à Lyon,Lyon,aucune correspondance,Ligaments du genou,"Voici les 3 meilleurs hôpitaux pour la spécialité: Ligaments du genou dans un rayon de 50km autour de Lyon:
<br>Clinique mutualiste, Saint-Etienne (42) - Public - 18.55
<br>Hôpitaux Nord (Croix-Rousse), Lyon (69) - Public - 18.45
<br>CHU - Hôpital Nord, Saint-Etienne (42) - Public - 18.31"
2025-01-24 14:21:07,Je veux soigner mon genou à Paris,Paris,aucune correspondance, Prothèse de genou,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Prothèse de genou dans un rayon de 50km autour de Paris:
<br>Hôpital de la Croix-Saint-Simon, Paris (75) - Public - 19.24
<br>Clinique Arago, Paris (75) - Privé - 18.91
<br>Institut mutualiste Montsouris, Paris (75) - Public - 18.15"
2025-01-24 14:23:17,Je veux soigner mon genou à Paris,Paris,aucune correspondance, Prothèse de genou,"Voici les 3 meilleurs hôpitaux pour la spécialité:  Prothèse de genou dans un rayon de 50km autour de Paris:
<br>Hôpital de la Croix-Saint-Simon, Paris (75) - Public - 19.24
<br>Clinique Arago, Paris (75) - Privé - 18.91
<br>Institut mutualiste Montsouris, Paris (75) - Public - 18.15"
